label,Comment,text,,,
Yes,,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,,,
No,,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
Yes,,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,,,
Yes,,Great! How is the office today?,,,
Yes,,"It's cool, we can last a little while. Getting more any time soon?",,,
Yes,,:-( sad puppy noise,,,
Yes,,Yes its possible but dint try. Pls dont tell to any one k,,,
Yes,,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,,,
Yes,,Where you. What happen,,,
Yes,,I was gonna ask you lol but i think its at 7,,,
No,,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
No,,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
Yes,,Go chase after her and run her over while she's crossing the street,,,
No,,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
Yes,,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
Yes,,Hey... Very inconvenient for your sis a not huh?,,,
Yes,,Ok i vl..do u know i got adsense approved..,,,
Yes,,"* Was really good to see you the other day dudette, been missing you!",,,
Yes,,I want to go to perumbavoor,,,
Yes,,How many times i told in the stage all use to laugh. You not listen aha.,,,
No,,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
Yes,,(You didn't hear it from me),,,
Yes,,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
Yes,,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,
No,,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
Yes,,She ran off with a younger man. we will make pretty babies together :),,,
No,,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
Yes,,O ic lol. Should play 9 doors sometime yo,,,
Yes,,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,
Yes,,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
Yes,,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
Yes,,Hmmm.still we dont have opener?,,,
Yes,,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,
Yes,,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
Yes,,I will vote for wherever my heart guides me,,,
Yes,,With my sis lor... We juz watched italian job.,,,
Yes,,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
Yes,,Lmao you know me so well...,,,
No,,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
Yes,,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
Yes,,Goodnight da thangam I really miss u dear.,,,
Yes,,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
Yes,,"Geeeee ... Your internet is really bad today, eh ?",,,
No,,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
Yes,,I think i am disturbing her da,,,
Yes,,"Sorry, I'll call you  later. I am in meeting sir.",,,
Yes,,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
Yes,,Ok i also wan 2 watch e 9 pm show...,,,
Yes,,I dunno lei... Like dun haf...,,,
Yes,,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,
Yes,,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
No,,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
Yes,,Talk to g and x about that,,,
Yes,,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
No,,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
Yes,,As in different styles?,,,
No,,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,,,
Yes,,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
Yes,,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
No,,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",,,
Yes,,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
Yes,,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,
No,,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
Yes,,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
Yes,,\Keep ur problems in ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
Yes,,"Yeah, give me a call if you've got a minute",,,
Yes,,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
Yes,,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,
Yes,,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
Yes,,Hey happy birthday...,,,
Yes,,Sorry i missed your call. Can you please call back.,,,
Yes,,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
Yes,,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",,,
Yes,,I wont do anything de.,,,
Yes,,What type of stuff do you sing?,,,
Yes,,"St andre, virgil's cream",,,
Yes,,No no. I will check all rooms befor activities,,,
Yes,,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
Yes,,Gokila is talking with you aha:),,,
Yes,,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
Yes,,K.k.this month kotees birthday know?,,,
Yes,,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,,,
Yes,,Sorry about that this is my mates phone and i didnt write it love Kate,,,
No,,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
Yes,,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
Yes,,"Aight, call me once you're close",,,
Yes,,Nope thats fine. I might have a nap tho! ,,,
No,,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
Yes,,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,
Yes,,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
Yes,,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
Yes,,Ding me on ya break fassyole! Blacko from londn,,,
Yes,,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
Yes,,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
Yes,,Oh you got many responsibilities.,,,
No,,You have 1 new message. Please call 08715205273,,,
Yes,,I've reached sch already...,,,
No,,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,,,
Yes,,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
Yes,,Argh why the fuck is nobody in town ;_;,,,
No,,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
Yes,,Thanks. Fills me with complete calm and reassurance! ,,,
Yes,,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
Yes,,Are you driving or training?,,,
Yes,,Lol for real. She told my dad I have cancer,,,
No,,PRIVATE! Your 2003 Account Statement for 078,,,
Yes,,"Oops I did have it,  &lt;#&gt; ?",,,
Yes,,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
Yes,,"Hi Chikku, send some nice msgs",,,
Yes,,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
Yes,,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
Yes,,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
Yes,,Cuz ibored. And don wanna study,,,
Yes,,Wot about on wed nite I am 3 then but only til 9!,,,
Yes,,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
Yes,,Any way where are you and what doing.,,,
Yes,,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
Yes,,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
Yes,,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
Yes,,Sday only joined.so training we started today:),,,
Yes,,Sorry * was at the grocers.,,,
Yes,,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
No,,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
Yes,,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
Yes,,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
Yes,,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,
No,,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
Yes,,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
Yes,,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,,,
Yes,,I'm in office now da:)where are you?,,,
Yes,,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
Yes,,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
No,,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
Yes,,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
Yes,,Pls call me da. What happen.,,,
Yes,,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
Yes,,No problem with the renewal. I.ll do it right away but i dont know his details.,,,
Yes,,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
Yes,,Haven't left yet so probably gonna be here til dinner,,,
Yes,,"Like  &lt;#&gt; , same question",,,
Yes,,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
Yes,,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
Yes,,K k:) sms chat with me.,,,
Yes,,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,
Yes,,No but the bluray player can,,,
Yes,,Ok... Then r we meeting later?,,,
Yes,,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
Yes,,Just send a text. We'll skype later.,,,
